,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Labels
0,0.6484433518101772,-0.13802307657897472,-0.03866194110984603,-0.2931277323514223,-0.12042830868934591,-0.9161059622031947,1.3224558793008327,2.248063524874548,-1.4610085769090801,-1.0895548542030156,0.19887933569649854,0.013656100103010735,0.2705945394312342,0.45933598031600315,0.07478409415731828,1.5081043628354867,0.9307515985953311,0.8113507420445482,-1.8337810888576012,0.49919871566817164,0.3615975420301159,0.6127290970956286,1.3416668213903904,0.3948677880689502,0.8031690356632074,0
1,0.5089996546092961,0.045529120679323874,0.11672560932735603,-0.20018947341789803,-0.19932127919875914,-0.7960260940922631,0.6519352296988169,1.7154408834046788,-1.0202083070245054,-1.0279981661587954,0.08162355531627934,0.20387752157532507,0.3204302911957105,0.19534370220369762,-0.022781893300513428,1.101421480377515,0.8481389234463373,0.5573659000090427,-1.31354897055361,0.45392010195387733,0.2594146194557349,0.7124012770752112,1.0658967233418177,0.13770613777968618,0.7758515146043565,0
2,0.6899730414152145,-0.17772538090745607,-0.01936159368293981,-0.2946445420384407,-0.12763705228765806,-0.9644578645626704,1.439994181195895,2.428309679031372,-1.586382622520129,-1.133123700817426,0.23041845547656217,0.01849274554600318,0.2855726008613904,0.5129072889685631,0.09269746951758862,1.6242972413698833,1.002000739177068,0.8672237992286682,-1.9738397598266602,0.5143086761236191,0.370118398219347,0.6378208100795746,1.4765257636706035,0.4640807198981444,0.8379304657379786,0
3,0.5490289452884879,-0.14319837066744054,-0.03324686975351402,-0.24197640043816396,-0.08507818356156349,-0.8008194363542965,1.2193589551108224,2.017164694411414,-1.308452460382666,-0.9246455175536019,0.1897963583469391,-0.009023194533905812,0.21060872956046037,0.4487346365515675,0.09789413107292992,1.3270629069634847,0.8256076223083905,0.7286423359598432,-1.6359221498881067,0.4197703477527414,0.29785235738381743,0.4765570459089109,1.221909327166421,0.40377758057521923,0.6712182371744088,0
4,0.63722424121464,-0.16279040386571603,-0.017508235801120892,-0.27594614056322503,-0.11562122985282365,-0.9080562617027146,1.3142296494368244,2.249324786750709,-1.4630506319158219,-1.0573490169994972,0.2004293295664384,0.022233448155662593,0.24786392533603838,0.48269359931788025,0.08104248706470518,1.4774854376035578,0.9326929116950315,0.7923664171248674,-1.8262667379835074,0.46659401081064167,0.3292617212761851,0.599838689846151,1.3510177350219559,0.40762114602908056,0.791789190734134,0
5,0.5226640177631958,-0.12304956034964157,-0.028130540556998717,-0.225352167027692,-0.09849461488969004,-0.7312293402074526,1.044113850634959,1.8298457235097885,-1.18510291321824,-0.8716931597019235,0.15647103055897688,0.030765293528222375,0.23174581066187885,0.38808559073238735,0.056042827720132964,1.2113441716879607,0.757334875004987,0.6424441911448311,-1.478145561972633,0.387996683228347,0.2831731953865124,0.5057748950810896,1.101281682257023,0.33058239567197034,0.646842429574786,0
6,0.6219053555978462,-0.15474035040824674,-0.025929623254342005,-0.2703887017269153,-0.09411371045280248,-0.8611340848729014,1.2841307148337364,2.1754836831241846,-1.4238522700034082,-1.0217316513881087,0.1979159862967208,0.009245218127034605,0.2615882365498692,0.47052535437978804,0.07833389355801046,1.4575505373068154,0.886787252034992,0.7695297134341672,-1.7735205618664622,0.4626011026557535,0.3342897316906601,0.592931882943958,1.3065014777239412,0.39323681400856003,0.7539485448505729,0
7,0.339486924931407,-0.03576281622517854,-0.0016011450439691543,-0.14779373575001956,-0.0729631956666708,-0.4986389547586441,0.587189307063818,1.1438981547951699,-0.7265126131474972,-0.5896358255296945,0.10120231434702873,0.05771271400153637,0.17339906170964242,0.20533785074949265,0.02770846774801612,0.7615749329328537,0.5064820796251297,0.38248520623892546,-0.894917705655098,0.2756203293800354,0.16224065497517587,0.36137273982167245,0.6794728434178978,0.14671651571989058,0.44659443497657775,0
8,0.5766850283945955,-0.1618562538309821,-0.03460090253723874,-0.24897108555194877,-0.09480539664980911,-0.802542738261677,1.2094007473261583,2.0318559177574658,-1.3308515214316903,-0.94544114296635,0.1889667911898522,0.007725170769152187,0.2402994657112729,0.4551684968173504,0.06981145129317329,1.3548580170387314,0.811374225653708,0.7264702177296082,-1.6559735687360877,0.4159466002934745,0.3187090333196379,0.544756572161402,1.2172447187559945,0.3765062790923929,0.7010672178474211,0
9,0.6177425999194384,-0.1700033019296825,-0.030754043720662594,-0.25741144455969334,-0.10847643809393048,-0.8654834441840649,1.3546221572905779,2.209324359893799,-1.450149486772716,-1.002978072501719,0.21615610062144697,-0.01926179649308324,0.22711708408314735,0.49986220616847277,0.09256190387532115,1.4544988879933953,0.8937130970880389,0.8011257937178016,-1.8078422583639622,0.4496714733541012,0.34342915983870625,0.5463765412569046,1.331569381058216,0.4445165181532502,0.7291967468336225,0
